timestamp_utc,renewable_pct,carbon_intensity
2026-08-30 13:00:00+00:00,23.29,536.4
2026-08-30 14:00:00+00:00,21.22,558.7
2026-08-30 15:00:00+00:00,28.09,539.6
2026-08-30 16:00:00+00:00,28.72,503.4
2026-08-30 17:00:00+00:00,28.16,541.3
2026-08-30 18:00:00+00:00,26.33,547.5
2026-08-30 19:00:00+00:00,26.33,531.7
2026-08-30 20:00:00+00:00,27.68,517.7
2026-08-30 21:00:00+00:00,26.94,536.4
2026-08-30 22:00:00+00:00,30.0,507.5
2026-08-30 23:00:00+00:00,26.34,531.4
2026-08-31 00:00:00+00:00,27.42,529.2
2026-08-31 01:00:00+00:00,23.82,523.7
2026-08-31 02:00:00+00:00,22.82,520.7
2026-08-31 03:00:00+00:00,22.53,544.8
2026-08-31 04:00:00+00:00,22.49,534.6
2026-08-31 05:00:00+00:00,36.58,497.3
2026-08-31 06:00:00+00:00,43.16,461.3
2026-08-31 07:00:00+00:00,53.05,431.5
2026-08-31 08:00:00+00:00,51.74,447.9
2026-08-31 09:00:00+00:00,44.09,461.4
2026-08-31 10:00:00+00:00,34.17,490.3
2026-08-31 11:00:00+00:00,21.75,527.8
2026-08-31 12:00:00+00:00,21.96,556.6
2026-08-31 13:00:00+00:00,23.29,536.4
2026-08-31 14:00:00+00:00,21.22,558.7
2026-08-31 15:00:00+00:00,28.09,539.6
2026-08-31 16:00:00+00:00,28.72,503.4
2026-08-31 17:00:00+00:00,28.16,541.3
2026-08-31 18:00:00+00:00,26.33,547.5
2026-08-31 19:00:00+00:00,26.33,531.7
2026-08-31 20:00:00+00:00,27.68,517.7
2026-08-31 21:00:00+00:00,26.94,536.4
2026-08-31 22:00:00+00:00,30.0,507.5
2026-08-31 23:00:00+00:00,26.34,531.4
2026-09-01 00:00:00+00:00,26.66,531.8
2026-09-01 01:00:00+00:00,23.08,526.2
2026-09-01 02:00:00+00:00,22.1,523.1
2026-09-01 03:00:00+00:00,21.81,547.2
2026-09-01 04:00:00+00:00,21.73,537.1
2026-09-01 05:00:00+00:00,35.89,499.6
2026-09-01 06:00:00+00:00,42.49,463.6
2026-09-01 07:00:00+00:00,52.36,433.8
2026-09-01 08:00:00+00:00,51.06,450.3
2026-09-01 09:00:00+00:00,43.42,463.6
2026-09-01 10:00:00+00:00,33.47,492.6
2026-09-01 11:00:00+00:00,20.96,530.4
2026-09-01 12:00:00+00:00,21.24,559.1
2026-09-01 13:00:00+00:00,22.59,538.8
2026-09-01 14:00:00+00:00,20.47,561.4
2026-09-01 15:00:00+00:00,27.38,542.1
2026-09-01 16:00:00+00:00,28.01,505.7
2026-09-01 17:00:00+00:00,27.42,543.9
2026-09-01 18:00:00+00:00,25.62,549.9
2026-09-01 19:00:00+00:00,25.65,534.1
2026-09-01 20:00:00+00:00,26.97,520.1
2026-09-01 21:00:00+00:00,26.18,539.0
2026-09-01 22:00:00+00:00,29.23,510.0
2026-09-01 23:00:00+00:00,25.63,533.8
2026-09-02 00:00:00+00:00,26.66,531.8
2026-09-02 01:00:00+00:00,23.08,526.2
2026-09-02 02:00:00+00:00,22.1,523.1
2026-09-02 03:00:00+00:00,21.81,547.2
2026-09-02 04:00:00+00:00,21.73,537.1
2026-09-02 05:00:00+00:00,35.89,499.6
2026-09-02 06:00:00+00:00,42.49,463.6
2026-09-02 07:00:00+00:00,52.36,433.8
2026-09-02 08:00:00+00:00,51.06,450.3
2026-09-02 09:00:00+00:00,43.42,463.6
2026-09-02 10:00:00+00:00,33.47,492.6
2026-09-02 11:00:00+00:00,20.96,530.4
2026-09-02 12:00:00+00:00,21.24,559.1
2026-09-02 13:00:00+00:00,22.59,538.8
2026-09-02 14:00:00+00:00,20.47,561.4
2026-09-02 15:00:00+00:00,27.38,542.1
2026-09-02 16:00:00+00:00,28.01,505.7
2026-09-02 17:00:00+00:00,27.42,543.9
2026-09-02 18:00:00+00:00,25.62,549.9
2026-09-02 19:00:00+00:00,25.65,534.1
2026-09-02 20:00:00+00:00,26.97,520.1
2026-09-02 21:00:00+00:00,26.18,539.0
2026-09-02 22:00:00+00:00,29.23,510.0
2026-09-02 23:00:00+00:00,25.63,533.8
2026-09-03 00:00:00+00:00,26.66,531.8
2026-09-03 01:00:00+00:00,23.08,526.2
2026-09-03 02:00:00+00:00,22.1,523.1
2026-09-03 03:00:00+00:00,21.81,547.2
2026-09-03 04:00:00+00:00,21.73,537.1
2026-09-03 05:00:00+00:00,35.89,499.6
2026-09-03 06:00:00+00:00,42.49,463.6
2026-09-03 07:00:00+00:00,52.36,433.8
2026-09-03 08:00:00+00:00,51.06,450.3
2026-09-03 09:00:00+00:00,43.42,463.6
2026-09-03 10:00:00+00:00,33.47,492.6
2026-09-03 11:00:00+00:00,20.96,530.4
2026-09-03 12:00:00+00:00,21.24,559.1
2026-09-03 13:00:00+00:00,22.59,538.8
2026-09-03 14:00:00+00:00,20.47,561.4
2026-09-03 15:00:00+00:00,27.38,542.1
2026-09-03 16:00:00+00:00,28.01,505.7
2026-09-03 17:00:00+00:00,27.42,543.9
2026-09-03 18:00:00+00:00,25.62,549.9
2026-09-03 19:00:00+00:00,25.65,534.1
2026-09-03 20:00:00+00:00,26.97,520.1
2026-09-03 21:00:00+00:00,26.18,539.0
2026-09-03 22:00:00+00:00,29.23,510.0
2026-09-03 23:00:00+00:00,25.63,533.8
2026-09-04 00:00:00+00:00,26.66,531.8
2026-09-04 01:00:00+00:00,23.08,526.2
2026-09-04 02:00:00+00:00,22.1,523.1
2026-09-04 03:00:00+00:00,21.81,547.2
2026-09-04 04:00:00+00:00,21.73,537.1
2026-09-04 05:00:00+00:00,35.89,499.6
2026-09-04 06:00:00+00:00,42.49,463.6
2026-09-04 07:00:00+00:00,52.36,433.8
2026-09-04 08:00:00+00:00,51.06,450.3
2026-09-04 09:00:00+00:00,43.42,463.6
2026-09-04 10:00:00+00:00,33.47,492.6
2026-09-04 11:00:00+00:00,20.96,530.4
2026-09-04 12:00:00+00:00,21.24,559.1
2026-09-04 13:00:00+00:00,22.59,538.8
2026-09-04 14:00:00+00:00,20.47,561.4
2026-09-04 15:00:00+00:00,27.38,542.1
2026-09-04 16:00:00+00:00,28.01,505.7
2026-09-04 17:00:00+00:00,27.42,543.9
2026-09-04 18:00:00+00:00,25.62,549.9
2026-09-04 19:00:00+00:00,25.65,534.1
2026-09-04 20:00:00+00:00,26.97,520.1
2026-09-04 21:00:00+00:00,26.18,539.0
2026-09-04 22:00:00+00:00,29.23,510.0
2026-09-04 23:00:00+00:00,25.63,533.8
2026-09-05 00:00:00+00:00,26.66,531.8
2026-09-05 01:00:00+00:00,23.08,526.2
2026-09-05 02:00:00+00:00,22.1,523.1
2026-09-05 03:00:00+00:00,21.81,547.2
2026-09-05 04:00:00+00:00,21.73,537.1
2026-09-05 05:00:00+00:00,35.89,499.6
2026-09-05 06:00:00+00:00,42.49,463.6
2026-09-05 07:00:00+00:00,52.36,433.8
2026-09-05 08:00:00+00:00,51.06,450.3
2026-09-05 09:00:00+00:00,43.42,463.6
2026-09-05 10:00:00+00:00,33.47,492.6
2026-09-05 11:00:00+00:00,20.96,530.4
2026-09-05 12:00:00+00:00,21.24,559.1
2026-09-05 13:00:00+00:00,22.59,538.8
2026-09-05 14:00:00+00:00,20.47,561.4
2026-09-05 15:00:00+00:00,27.38,542.1
2026-09-05 16:00:00+00:00,28.01,505.7
2026-09-05 17:00:00+00:00,27.42,543.9
2026-09-05 18:00:00+00:00,25.62,549.9
2026-09-05 19:00:00+00:00,25.65,534.1
2026-09-05 20:00:00+00:00,26.97,520.1
2026-09-05 21:00:00+00:00,26.18,539.0
2026-09-05 22:00:00+00:00,29.23,510.0
2026-09-05 23:00:00+00:00,25.63,533.8
2026-09-06 00:00:00+00:00,26.66,531.8
2026-09-06 01:00:00+00:00,23.08,526.2
2026-09-06 02:00:00+00:00,22.1,523.1
2026-09-06 03:00:00+00:00,21.81,547.2
2026-09-06 04:00:00+00:00,21.73,537.1
2026-09-06 05:00:00+00:00,35.89,499.6
2026-09-06 06:00:00+00:00,42.49,463.6
2026-09-06 07:00:00+00:00,52.36,433.8
2026-09-06 08:00:00+00:00,51.06,450.3
2026-09-06 09:00:00+00:00,43.42,463.6
2026-09-06 10:00:00+00:00,33.47,492.6
2026-09-06 11:00:00+00:00,20.96,530.4
2026-09-06 12:00:00+00:00,21.24,559.1
2026-09-06 13:00:00+00:00,22.59,538.8
2026-09-06 14:00:00+00:00,20.47,561.4
2026-09-06 15:00:00+00:00,27.38,542.1
2026-09-06 16:00:00+00:00,28.01,505.7
2026-09-06 17:00:00+00:00,27.42,543.9
2026-09-06 18:00:00+00:00,25.62,549.9
2026-09-06 19:00:00+00:00,25.65,534.1
2026-09-06 20:00:00+00:00,26.97,520.1
2026-09-06 21:00:00+00:00,26.18,539.0
2026-09-06 22:00:00+00:00,29.23,510.0
2026-09-06 23:00:00+00:00,25.63,533.8
2026-09-07 00:00:00+00:00,26.66,531.8
2026-09-07 01:00:00+00:00,23.08,526.2
2026-09-07 02:00:00+00:00,22.1,523.1
2026-09-07 03:00:00+00:00,21.81,547.2
2026-09-07 04:00:00+00:00,21.73,537.1
2026-09-07 05:00:00+00:00,35.89,499.6
2026-09-07 06:00:00+00:00,42.49,463.6
2026-09-07 07:00:00+00:00,52.36,433.8
2026-09-07 08:00:00+00:00,51.06,450.3
2026-09-07 09:00:00+00:00,43.42,463.6
2026-09-07 10:00:00+00:00,33.47,492.6
2026-09-07 11:00:00+00:00,20.96,530.4
2026-09-07 12:00:00+00:00,21.24,559.1
2026-09-07 13:00:00+00:00,22.59,538.8
2026-09-07 14:00:00+00:00,20.47,561.4
2026-09-07 15:00:00+00:00,27.38,542.1
2026-09-07 16:00:00+00:00,28.01,505.7
2026-09-07 17:00:00+00:00,27.42,543.9
2026-09-07 18:00:00+00:00,25.62,549.9
2026-09-07 19:00:00+00:00,25.65,534.1
2026-09-07 20:00:00+00:00,26.97,520.1
2026-09-07 21:00:00+00:00,26.18,539.0
2026-09-07 22:00:00+00:00,29.23,510.0
2026-09-07 23:00:00+00:00,25.63,533.8
2026-09-08 00:00:00+00:00,26.66,531.8
2026-09-08 01:00:00+00:00,23.08,526.2
2026-09-08 02:00:00+00:00,22.1,523.1
2026-09-08 03:00:00+00:00,21.81,547.2
2026-09-08 04:00:00+00:00,21.73,537.1
2026-09-08 05:00:00+00:00,35.89,499.6
2026-09-08 06:00:00+00:00,42.49,463.6
2026-09-08 07:00:00+00:00,52.36,433.8
2026-09-08 08:00:00+00:00,51.06,450.3
2026-09-08 09:00:00+00:00,43.42,463.6
2026-09-08 10:00:00+00:00,33.47,492.6
2026-09-08 11:00:00+00:00,20.96,530.4
2026-09-08 12:00:00+00:00,21.24,559.1
2026-09-08 13:00:00+00:00,22.59,538.8
2026-09-08 14:00:00+00:00,20.47,561.4
2026-09-08 15:00:00+00:00,27.38,542.1
2026-09-08 16:00:00+00:00,28.01,505.7
2026-09-08 17:00:00+00:00,27.42,543.9
2026-09-08 18:00:00+00:00,25.62,549.9
2026-09-08 19:00:00+00:00,25.65,534.1
2026-09-08 20:00:00+00:00,26.97,520.1
2026-09-08 21:00:00+00:00,26.18,539.0
2026-09-08 22:00:00+00:00,29.23,510.0
2026-09-08 23:00:00+00:00,25.63,533.8
2026-09-09 00:00:00+00:00,26.66,531.8
2026-09-09 01:00:00+00:00,23.08,526.2
2026-09-09 02:00:00+00:00,22.1,523.1
2026-09-09 03:00:00+00:00,21.81,547.2
2026-09-09 04:00:00+00:00,21.73,537.1
2026-09-09 05:00:00+00:00,35.89,499.6
2026-09-09 06:00:00+00:00,42.49,463.6
2026-09-09 07:00:00+00:00,52.36,433.8
2026-09-09 08:00:00+00:00,51.06,450.3
2026-09-09 09:00:00+00:00,43.42,463.6
2026-09-09 10:00:00+00:00,33.47,492.6
2026-09-09 11:00:00+00:00,20.96,530.4
2026-09-09 12:00:00+00:00,21.24,559.1
2026-09-09 13:00:00+00:00,22.59,538.8
2026-09-09 14:00:00+00:00,20.47,561.4
2026-09-09 15:00:00+00:00,27.38,542.1
2026-09-09 16:00:00+00:00,28.01,505.7
2026-09-09 17:00:00+00:00,27.42,543.9
2026-09-09 18:00:00+00:00,25.62,549.9
2026-09-09 19:00:00+00:00,25.65,534.1
2026-09-09 20:00:00+00:00,26.97,520.1
2026-09-09 21:00:00+00:00,26.18,539.0
2026-09-09 22:00:00+00:00,29.23,510.0
2026-09-09 23:00:00+00:00,25.63,533.8
2026-09-10 00:00:00+00:00,26.66,531.8
2026-09-10 01:00:00+00:00,23.08,526.2
2026-09-10 02:00:00+00:00,22.1,523.1
2026-09-10 03:00:00+00:00,21.81,547.2
2026-09-10 04:00:00+00:00,21.73,537.1
2026-09-10 05:00:00+00:00,35.89,499.6
2026-09-10 06:00:00+00:00,42.49,463.6
2026-09-10 07:00:00+00:00,52.36,433.8
2026-09-10 08:00:00+00:00,51.06,450.3
2026-09-10 09:00:00+00:00,43.42,463.6
2026-09-10 10:00:00+00:00,33.47,492.6
2026-09-10 11:00:00+00:00,20.96,530.4
2026-09-10 12:00:00+00:00,21.24,559.1
2026-09-10 13:00:00+00:00,22.59,538.8
2026-09-10 14:00:00+00:00,20.47,561.4
2026-09-10 15:00:00+00:00,27.38,542.1
2026-09-10 16:00:00+00:00,28.01,505.7
2026-09-10 17:00:00+00:00,27.42,543.9
2026-09-10 18:00:00+00:00,25.62,549.9
2026-09-10 19:00:00+00:00,25.65,534.1
2026-09-10 20:00:00+00:00,26.97,520.1
2026-09-10 21:00:00+00:00,26.18,539.0
2026-09-10 22:00:00+00:00,29.23,510.0
2026-09-10 23:00:00+00:00,25.63,533.8
2026-09-11 00:00:00+00:00,26.66,531.8
2026-09-11 01:00:00+00:00,23.08,526.2
2026-09-11 02:00:00+00:00,22.1,523.1
2026-09-11 03:00:00+00:00,21.81,547.2
2026-09-11 04:00:00+00:00,21.73,537.1
2026-09-11 05:00:00+00:00,35.89,499.6
2026-09-11 06:00:00+00:00,42.49,463.6
2026-09-11 07:00:00+00:00,52.36,433.8
2026-09-11 08:00:00+00:00,51.06,450.3
2026-09-11 09:00:00+00:00,43.42,463.6
2026-09-11 10:00:00+00:00,33.47,492.6
2026-09-11 11:00:00+00:00,20.96,530.4
2026-09-11 12:00:00+00:00,21.24,559.1
2026-09-11 13:00:00+00:00,22.59,538.8
2026-09-11 14:00:00+00:00,20.47,561.4
2026-09-11 15:00:00+00:00,27.38,542.1
2026-09-11 16:00:00+00:00,28.01,505.7
2026-09-11 17:00:00+00:00,27.42,543.9
2026-09-11 18:00:00+00:00,25.62,549.9
2026-09-11 19:00:00+00:00,25.65,534.1
2026-09-11 20:00:00+00:00,26.97,520.1
