timestamp_utc,renewable_pct,carbon_intensity
2026-09-05 03:00:00+00:00,25.32,514.7
2026-09-05 04:00:00+00:00,24.44,530.0
2026-09-05 05:00:00+00:00,31.47,522.8
2026-09-05 06:00:00+00:00,37.32,482.3
2026-09-05 07:00:00+00:00,41.29,461.7
2026-09-05 08:00:00+00:00,40.79,467.9
2026-09-05 09:00:00+00:00,37.07,477.9
2026-09-05 10:00:00+00:00,31.42,524.1
2026-09-05 11:00:00+00:00,22.75,529.7
2026-09-05 12:00:00+00:00,24.17,535.8
2026-09-05 13:00:00+00:00,22.82,561.5
2026-09-05 14:00:00+00:00,23.05,561.9
2026-09-05 15:00:00+00:00,30.37,535.2
2026-09-05 16:00:00+00:00,26.24,531.7
2026-09-05 17:00:00+00:00,26.42,537.1
2026-09-05 18:00:00+00:00,29.51,501.0
2026-09-05 19:00:00+00:00,30.61,501.4
2026-09-05 20:00:00+00:00,29.23,534.9
2026-09-05 21:00:00+00:00,30.07,537.0
2026-09-05 22:00:00+00:00,29.84,510.3
2026-09-05 23:00:00+00:00,26.82,540.7
2026-09-06 00:00:00+00:00,29.41,520.8
2026-09-06 01:00:00+00:00,25.21,535.0
2026-09-06 02:00:00+00:00,23.19,554.9
2026-09-06 03:00:00+00:00,25.32,514.7
2026-09-06 04:00:00+00:00,24.44,530.0
2026-09-06 05:00:00+00:00,31.47,522.8
2026-09-06 06:00:00+00:00,37.32,482.3
2026-09-06 07:00:00+00:00,41.29,461.7
2026-09-06 08:00:00+00:00,40.79,467.9
2026-09-06 09:00:00+00:00,37.07,477.9
2026-09-06 10:00:00+00:00,31.42,524.1
2026-09-06 11:00:00+00:00,22.75,529.7
2026-09-06 12:00:00+00:00,24.17,535.8
2026-09-06 13:00:00+00:00,22.82,561.5
2026-09-06 14:00:00+00:00,23.05,561.9
2026-09-06 15:00:00+00:00,30.37,535.2
2026-09-06 16:00:00+00:00,26.24,531.7
2026-09-06 17:00:00+00:00,26.42,537.1
2026-09-06 18:00:00+00:00,29.51,501.0
2026-09-06 19:00:00+00:00,30.61,501.4
2026-09-06 20:00:00+00:00,29.23,534.9
2026-09-06 21:00:00+00:00,30.07,537.0
2026-09-06 22:00:00+00:00,29.84,510.3
2026-09-06 23:00:00+00:00,26.82,540.7
2026-09-07 00:00:00+00:00,29.41,520.8
2026-09-07 01:00:00+00:00,25.21,535.0
2026-09-07 02:00:00+00:00,23.19,554.9
2026-09-07 03:00:00+00:00,25.32,514.7
2026-09-07 04:00:00+00:00,24.44,530.0
2026-09-07 05:00:00+00:00,31.47,522.8
2026-09-07 06:00:00+00:00,37.32,482.3
2026-09-07 07:00:00+00:00,41.29,461.7
2026-09-07 08:00:00+00:00,40.79,467.9
2026-09-07 09:00:00+00:00,37.07,477.9
2026-09-07 10:00:00+00:00,31.42,524.1
2026-09-07 11:00:00+00:00,22.75,529.7
2026-09-07 12:00:00+00:00,24.17,535.8
2026-09-07 13:00:00+00:00,22.82,561.5
2026-09-07 14:00:00+00:00,23.05,561.9
2026-09-07 15:00:00+00:00,30.37,535.2
2026-09-07 16:00:00+00:00,26.24,531.7
2026-09-07 17:00:00+00:00,26.42,537.1
2026-09-07 18:00:00+00:00,29.51,501.0
2026-09-07 19:00:00+00:00,30.61,501.4
2026-09-07 20:00:00+00:00,29.23,534.9
2026-09-07 21:00:00+00:00,30.07,537.0
2026-09-07 22:00:00+00:00,29.84,510.3
2026-09-07 23:00:00+00:00,26.82,540.7
2026-09-08 00:00:00+00:00,29.41,520.8
2026-09-08 01:00:00+00:00,25.21,535.0
2026-09-08 02:00:00+00:00,23.19,554.9
2026-09-08 03:00:00+00:00,25.32,514.7
2026-09-08 04:00:00+00:00,24.44,530.0
2026-09-08 05:00:00+00:00,31.47,522.8
2026-09-08 06:00:00+00:00,37.32,482.3
2026-09-08 07:00:00+00:00,41.29,461.7
2026-09-08 08:00:00+00:00,40.79,467.9
2026-09-08 09:00:00+00:00,37.07,477.9
2026-09-08 10:00:00+00:00,31.42,524.1
2026-09-08 11:00:00+00:00,22.75,529.7
2026-09-08 12:00:00+00:00,24.17,535.8
2026-09-08 13:00:00+00:00,22.82,561.5
2026-09-08 14:00:00+00:00,23.05,561.9
2026-09-08 15:00:00+00:00,30.37,535.2
2026-09-08 16:00:00+00:00,26.24,531.7
2026-09-08 17:00:00+00:00,26.42,537.1
2026-09-08 18:00:00+00:00,29.51,501.0
2026-09-08 19:00:00+00:00,30.61,501.4
2026-09-08 20:00:00+00:00,29.23,534.9
2026-09-08 21:00:00+00:00,30.07,537.0
2026-09-08 22:00:00+00:00,29.84,510.3
2026-09-08 23:00:00+00:00,26.82,540.7
2026-09-09 00:00:00+00:00,29.41,520.8
2026-09-09 01:00:00+00:00,25.21,535.0
2026-09-09 02:00:00+00:00,23.19,554.9
2026-09-09 03:00:00+00:00,25.32,514.7
2026-09-09 04:00:00+00:00,24.44,530.0
2026-09-09 05:00:00+00:00,31.47,522.8
2026-09-09 06:00:00+00:00,37.32,482.3
2026-09-09 07:00:00+00:00,41.29,461.7
2026-09-09 08:00:00+00:00,40.79,467.9
2026-09-09 09:00:00+00:00,37.07,477.9
2026-09-09 10:00:00+00:00,31.42,524.1
2026-09-09 11:00:00+00:00,22.75,529.7
2026-09-09 12:00:00+00:00,24.17,535.8
2026-09-09 13:00:00+00:00,22.82,561.5
2026-09-09 14:00:00+00:00,23.05,561.9
2026-09-09 15:00:00+00:00,30.37,535.2
2026-09-09 16:00:00+00:00,26.24,531.7
2026-09-09 17:00:00+00:00,26.42,537.1
2026-09-09 18:00:00+00:00,29.51,501.0
2026-09-09 19:00:00+00:00,30.61,501.4
2026-09-09 20:00:00+00:00,29.23,534.9
2026-09-09 21:00:00+00:00,30.07,537.0
2026-09-09 22:00:00+00:00,29.84,510.3
2026-09-09 23:00:00+00:00,26.82,540.7
2026-09-10 00:00:00+00:00,29.41,520.8
2026-09-10 01:00:00+00:00,25.21,535.0
2026-09-10 02:00:00+00:00,23.19,554.9
2026-09-10 03:00:00+00:00,25.32,514.7
2026-09-10 04:00:00+00:00,24.44,530.0
2026-09-10 05:00:00+00:00,31.47,522.8
2026-09-10 06:00:00+00:00,37.32,482.3
2026-09-10 07:00:00+00:00,41.29,461.7
2026-09-10 08:00:00+00:00,40.79,467.9
2026-09-10 09:00:00+00:00,37.07,477.9
2026-09-10 10:00:00+00:00,31.42,524.1
2026-09-10 11:00:00+00:00,22.75,529.7
2026-09-10 12:00:00+00:00,24.17,535.8
2026-09-10 13:00:00+00:00,22.82,561.5
2026-09-10 14:00:00+00:00,23.05,561.9
2026-09-10 15:00:00+00:00,30.37,535.2
2026-09-10 16:00:00+00:00,26.24,531.7
2026-09-10 17:00:00+00:00,26.42,537.1
2026-09-10 18:00:00+00:00,29.51,501.0
2026-09-10 19:00:00+00:00,30.61,501.4
2026-09-10 20:00:00+00:00,29.23,534.9
2026-09-10 21:00:00+00:00,30.07,537.0
2026-09-10 22:00:00+00:00,29.84,510.3
2026-09-10 23:00:00+00:00,26.82,540.7
2026-09-11 00:00:00+00:00,29.41,520.8
2026-09-11 01:00:00+00:00,25.21,535.0
2026-09-11 02:00:00+00:00,23.19,554.9
2026-09-11 03:00:00+00:00,25.32,514.7
2026-09-11 04:00:00+00:00,24.44,530.0
2026-09-11 05:00:00+00:00,31.47,522.8
2026-09-11 06:00:00+00:00,37.32,482.3
2026-09-11 07:00:00+00:00,41.29,461.7
2026-09-11 08:00:00+00:00,40.79,467.9
2026-09-11 09:00:00+00:00,37.07,477.9
2026-09-11 10:00:00+00:00,31.42,524.1
2026-09-11 11:00:00+00:00,22.75,529.7
2026-09-11 12:00:00+00:00,24.17,535.8
2026-09-11 13:00:00+00:00,22.82,561.5
2026-09-11 14:00:00+00:00,23.05,561.9
2026-09-11 15:00:00+00:00,30.37,535.2
2026-09-11 16:00:00+00:00,26.24,531.7
2026-09-11 17:00:00+00:00,26.42,537.1
2026-09-11 18:00:00+00:00,29.51,501.0
2026-09-11 19:00:00+00:00,30.61,501.4
2026-09-11 20:00:00+00:00,29.23,534.9
